wall_ms,sse,stage
3217204,845.1172613790573,schedule
3222961,844.6728845872876,schedule
3228221,844.6635843751969,schedule
3234109,843.2116358401036,schedule
3238080,843.1937793770164,schedule
3244095,842.6600335080561,schedule
3248176,842.5794677982169,schedule
3258354,842.3815993702735,schedule
3263994,841.8804982341856,schedule
3268252,841.87768381889,schedule
3272002,841.8107631528898,schedule
3276437,841.7871612280941,schedule
3286429,841.7802369368904,schedule
3290215,841.7670462456205,schedule
3295288,841.7322559148997,schedule
3299943,841.4671355072787,schedule
3306117,841.3814461598317,schedule
3310745,841.326194674936,schedule
3315630,840.4694946117409,schedule
3318655,834.0960417171406,schedule
3322414,832.3965811939956,schedule
3326070,831.1206241680794,schedule
3329234,829.0954580842273,schedule
3332713,828.2069732764344,schedule
3336026,827.1763320202424,schedule
3339802,825.4526153538175,schedule
3343771,825.1070683600902,schedule
3493345,817.2135026525791,schedule
3507082,816.6686849477521,schedule
3515939,816.2431041544446,schedule
3520916,816.2304188749722,schedule
3534071,815.0558659540757,schedule
3540623,814.7551819334295,schedule
3544665,814.6440791820133,schedule
3549526,814.6244877859225,schedule
3558575,814.4322675448799,schedule
3564259,814.1240898056207,schedule
3569206,814.0703669781059,schedule
3573935,814.0556715794856,schedule
3583803,814.0479490486729,schedule
3587563,814.0272369548726,schedule
3592749,814.0049586692601,schedule
3597600,813.7831855837526,schedule
3605355,813.7127759166457,schedule
3609968,813.3789529828924,schedule
3614672,812.7549005401794,schedule
3618857,811.8609830033059,schedule
3623951,811.6325139812215,schedule
3628690,809.8019686854715,schedule
3632721,808.3320158046173,schedule
3637746,808.2036202379987,schedule
3641708,807.3384207190471,schedule
3645408,803.4899763986532,schedule
3650647,803.2361054808409,schedule
3654315,801.886775800656,schedule
3763723,800.0747327264019,schedule
3869685,799.6363516413114,schedule
3878915,799.2714193994757,schedule
3895399,799.1824188845117,schedule
3899236,798.8992829570968,schedule
3904597,798.7879981138906,schedule
3914369,798.6171001454586,schedule
